nom;token;date de départ;lieu de départ;étapes
Tour d'Europe;tour-d-europe;01/01/2016;Paris;"Londres,4-
Dublin,4-
Edinbourg,5-
Bruxelles,3-
Prague,5-
Vienne,5-
Budapest,3-
Zagreb,4-
Venise,3-
Rome,5-
Nice,2-
Lyon,3-
Paris,1"
